heure_estimee,complexite,priorite,tache,experience_technicien,meteo,saison,duree_reelle
2,3,2,25,0.79,0,0,0.9
2,2,3,6,1.81,0,3,3.4
3,2,4,5,1.32,3,2,6.49
3,2,3,2,1.94,2,2,5.04
1,1,2,12,1.85,1,2,1.95
3,2,3,12,1.04,2,1,4.94
1,1,1,22,0.88,2,1,0.6
2,1,3,23,1.54,3,1,3.83
3,3,3,13,1.3,1,1,1.73
1,2,1,24,0.87,2,1,3.67
2,2,1,22,0.75,3,0,4.21
2,3,1,13,0.9,1,0,1.77
4,1,4,3,1.48,0,1,0.6
1,2,4,13,0.57,3,1,3.4
2,1,3,16,1.58,0,3,2.6
1,3,3,17,1.21,1,1,1.48
1,1,2,1,1.09,1,2,0.5
4,1,3,11,0.83,3,3,7.83
1,3,4,23,0.79,1,3,2.2
2,2,4,21,0.54,1,2,4.07
1,2,4,0,0.72,3,0,4.65
1,1,2,23,0.53,1,1,0.5
1,2,2,20,0.79,0,3,2.85
2,3,1,12,1.86,2,2,5.4
2,3,3,12,0.65,2,0,4.91
2,2,3,15,0.6,0,0,0.5
1,1,4,6,0.56,2,2,3.66
2,2,1,24,1.71,0,1,0.5
1,1,2,23,1.1,3,2,3.43
2,2,3,5,1.55,0,3,1.58
1,1,4,10,0.85,3,1,1.55
4,1,2,9,1.99,1,2,4.49
2,3,3,14,0.72,0,2,1.84
2,1,2,12,1.25,1,2,2.16
1,1,1,4,1.77,1,0,1.32
4,1,1,21,1.17,0,3,4.66
2,3,1,9,1.7,1,3,4.15
3,2,4,3,0.78,1,2,3.24
3,3,2,20,1.9,1,0,2.33
2,1,1,10,1.95,2,2,3.16
1,2,3,3,1.69,2,0,3.46
2,1,3,6,1.88,2,0,3.03
4,3,4,13,1.62,2,0,5.8
4,2,4,13,1.53,2,0,5.53
1,2,3,23,1.89,1,3,3.08
2,3,3,21,1.59,2,0,5.14
4,3,4,18,1.5,3,2,7.63
2,2,4,8,1.61,3,3,5.82
3,1,3,3,1.06,0,3,3.41
4,1,4,1,1.84,1,1,1.85
3,2,3,18,0.98,2,2,7.21
3,2,4,19,0.8,3,3,8.38
1,2,4,4,1.01,0,0,0.5
4,2,3,13,0.64,1,3,5.0
3,1,3,5,0.98,0,2,1.33
1,3,1,11,1.25,1,1,2.21
1,3,4,2,1.33,0,3,3.29
2,3,1,19,0.78,2,0,6.14
1,2,4,25,0.97,1,3,3.91
2,1,2,9,1.82,1,2,1.22
1,3,2,17,0.67,2,1,1.87
4,3,1,5,0.91,1,2,7.63
4,1,3,22,1.95,2,0,4.8
1,3,1,8,1.8,2,3,5.4
2,3,4,22,1.54,2,0,3.95
2,3,4,22,1.68,1,1,0.5
2,1,2,3,1.07,3,0,3.8
2,2,3,9,0.54,1,3,3.16
1,3,3,14,1.83,3,1,1.89
1,2,1,18,1.66,1,1,1.1
3,1,3,8,0.71,3,3,5.94
3,1,4,23,0.81,1,2,2.93
3,3,1,20,1.97,2,2,5.71
1,2,2,7,1.91,2,2,4.64
2,3,4,2,1.92,2,0,3.64
4,2,3,22,1.17,0,0,3.49
4,1,4,10,1.93,2,2,5.15
1,1,3,11,1.58,0,1,0.5
2,1,4,1,1.98,3,2,4.33
4,3,1,16,1.07,2,2,8.24
1,2,2,3,0.52,3,1,3.46
1,2,3,11,0.52,1,0,0.82
2,3,4,0,0.54,3,2,5.81
3,3,2,15,0.9,2,2,6.9
2,2,3,20,1.03,3,2,5.79
2,3,3,6,0.84,2,1,2.33
1,1,4,12,0.8,1,1,0.5
2,2,4,0,1.53,3,3,7.37
1,1,3,0,1.33,2,1,2.22
1,2,2,19,1.11,1,3,1.91
1,2,3,17,1.62,0,0,0.5
1,1,1,1,0.54,2,3,3.83
3,1,3,24,1.14,3,3,6.17
1,2,2,5,0.71,3,3,5.68
1,2,1,17,1.59,2,0,3.4
4,3,4,8,1.16,0,2,3.35
1,2,3,23,1.1,0,1,0.5
1,1,2,23,0.51,3,1,1.3
3,3,4,8,0.82,2,0,5.03
1,3,1,12,1.76,1,0,3.24
2,2,3,9,0.89,3,1,3.42
2,2,1,9,1.69,1,1,2.2
3,3,4,6,0.68,0,0,3.51
4,2,2,25,0.72,2,1,4.56
1,3,4,8,1.25,1,2,2.93
3,2,3,25,1.22,3,3,6.79
3,2,3,7,1.07,2,3,8.16
2,1,4,24,0.69,1,3,1.75
2,3,1,20,0.98,0,1,2.47
3,2,2,5,1.73,0,0,2.92
4,1,1,16,0.53,1,2,4.82
4,3,3,2,0.89,1,0,5.99
3,1,2,5,1.71,3,3,7.49
4,2,3,16,0.52,2,1,3.78
1,1,1,23,1.27,3,0,3.77
2,3,2,19,0.54,2,2,5.73
1,2,3,6,0.99,1,0,0.5
2,3,1,3,1.6,3,3,6.45
4,3,2,25,0.6,1,3,6.41
2,1,1,8,1.31,1,3,4.72
4,1,1,12,0.51,0,0,2.65
1,1,1,22,1.19,3,1,1.98
4,1,3,2,1.99,3,2,6.45
1,3,1,3,0.85,2,3,6.79
2,3,4,20,1.89,2,2,3.88
2,1,2,20,1.81,1,1,0.5
1,2,1,11,0.61,3,1,2.79
2,3,4,3,1.26,3,3,8.64
2,3,2,21,1.14,3,3,6.47
4,2,4,14,1.37,2,1,3.26
2,2,3,16,1.32,1,2,2.29
1,3,3,1,0.74,2,0,2.64
2,2,2,2,1.9,0,1,0.5
4,1,2,19,0.54,0,2,2.65
2,1,2,9,0.72,1,3,3.77
1,3,2,17,1.44,2,0,2.87
4,1,3,9,1.27,0,2,3.75
4,3,4,3,1.55,0,2,5.04
3,2,4,9,1.15,1,2,4.94
1,3,1,18,1.9,2,1,3.02
3,2,1,3,1.45,0,2,2.56
4,2,2,5,0.55,0,0,4.54
3,2,4,22,1.77,3,3,5.91
1,3,2,11,0.63,3,2,5.9
4,3,1,19,0.9,1,3,8.3
2,1,3,6,0.73,2,0,4.34
1,3,1,17,1.76,3,1,4.36
3,2,4,0,1.85,2,1,4.38
1,3,1,15,0.89,0,0,1.29
1,2,2,12,0.65,0,3,0.98
1,3,2,14,1.96,3,3,5.52
1,2,3,2,0.88,0,1,0.5
3,1,4,24,0.51,2,0,5.68
1,1,1,20,0.95,1,2,1.56
3,2,3,10,0.68,0,1,1.25
4,2,1,18,1.15,1,1,4.73
4,1,1,4,1.13,0,2,3.82
4,3,1,11,1.29,1,2,6.57
4,2,2,14,1.29,1,0,2.76
4,3,1,15,1.11,2,0,8.42
4,1,2,9,1.88,0,0,0.5
2,2,2,4,1.66,3,2,6.09
2,2,3,13,1.33,2,1,3.89
4,1,4,12,1.81,1,3,3.4
4,2,1,18,0.61,1,2,6.45
4,3,1,16,1.36,3,2,9.71
1,3,4,0,0.59,1,3,4.81
1,1,3,22,0.93,1,2,0.5
4,3,4,13,0.81,2,0,6.82
2,1,4,23,1.86,0,1,0.5
1,2,3,9,1.68,2,0,2.36
3,1,3,24,1.77,1,1,0.5
1,2,4,13,0.58,0,3,2.16
2,3,1,12,0.99,1,0,3.89
4,1,3,1,1.37,0,3,3.43
3,3,3,21,0.77,1,1,1.63
1,2,2,4,0.74,3,2,4.22
1,2,3,14,1.17,1,0,1.09
4,2,1,20,2.0,1,3,6.33
1,2,1,16,1.3,3,1,4.14
1,2,1,10,1.73,1,2,1.16
3,2,2,8,1.43,3,3,9.23
4,2,4,6,0.98,1,3,5.55
3,1,3,12,0.59,3,1,5.1
4,2,3,18,1.7,2,0,6.89
4,3,2,4,0.71,0,2,4.5
3,3,4,24,0.66,1,3,5.14
1,1,3,10,1.05,0,2,0.5
2,3,4,25,0.79,1,1,1.62
3,1,1,17,1.07,0,2,2.07
3,3,3,21,0.72,0,2,3.73
4,1,4,10,1.74,2,1,3.88
1,3,3,12,1.26,1,3,3.38
4,3,2,12,0.79,2,3,10.44
1,1,3,15,1.76,2,3,4.92
3,2,2,15,0.59,2,2,7.28
2,3,1,21,0.68,2,3,8.82
3,3,4,9,0.65,0,1,1.87
4,1,3,13,1.25,2,0,6.29
4,3,2,15,0.68,3,1,6.62
3,1,2,0,1.73,0,1,0.5
1,3,2,24,1.6,2,1,2.05
3,3,2,10,0.68,1,3,5.18
2,2,4,2,0.73,1,1,1.02
1,1,2,12,0.75,1,2,1.04
4,2,4,12,1.02,2,3,6.8
4,2,4,18,1.23,0,1,1.23
3,3,1,23,1.36,1,3,5.84
4,2,1,9,1.75,3,3,8.64
2,1,2,23,1.02,2,2,5.37
4,3,3,12,0.6,3,0,7.33
1,1,2,16,1.55,3,2,2.86
1,3,1,13,1.94,1,1,2.01
1,2,1,22,1.21,2,3,6.24
3,2,2,20,1.38,2,2,6.05
1,2,1,11,1.31,1,0,0.5
3,2,2,5,1.3,3,1,3.63
3,2,3,11,1.62,2,1,2.55
2,1,2,16,0.55,2,1,2.77
2,3,1,7,1.75,0,3,4.28
4,3,3,9,0.83,3,3,9.45
3,3,1,23,0.58,1,0,3.02
1,3,4,5,1.42,2,3,4.96
4,1,1,1,1.44,0,3,5.99
1,1,1,15,0.75,3,3,6.47
1,2,3,13,0.94,1,0,0.5
4,3,1,7,1.85,1,1,4.37
2,1,4,3,1.19,2,2,3.42
3,2,2,11,1.91,0,2,1.74
1,3,3,12,1.75,3,3,7.08
1,1,1,7,0.91,1,0,0.5
1,3,4,9,0.59,2,0,3.79
3,3,1,20,1.9,3,2,6.76
2,2,4,9,1.66,0,2,2.47
4,3,3,24,1.88,0,3,6.55
3,3,3,22,1.39,1,1,3.72
1,3,3,4,0.75,1,2,3.7
1,3,2,7,1.39,2,1,2.79
2,1,2,4,0.9,3,3,5.8
2,1,1,10,1.57,1,0,1.43
1,1,2,23,1.22,3,0,3.77
1,3,3,16,1.49,1,3,3.03
3,3,1,14,1.52,3,2,7.98
2,3,1,22,0.66,3,3,9.6
3,1,4,17,1.26,3,3,6.78
1,2,4,22,1.31,1,1,0.77
2,3,2,24,1.42,2,0,3.68
2,2,4,9,1.13,1,3,3.27
4,2,3,25,1.07,2,2,7.4
3,1,1,16,1.51,2,1,2.72
4,2,3,12,1.01,1,2,4.65
3,1,1,15,1.57,2,3,6.26
2,3,2,23,1.64,3,1,3.83
3,3,3,4,1.98,1,1,2.45
2,1,4,10,0.66,0,2,0.62
2,3,4,18,1.69,1,1,1.62
4,3,3,13,0.99,3,0,9.08
3,1,1,7,0.92,2,0,5.91
4,2,1,15,1.24,3,0,7.58
3,2,2,20,0.9,1,0,2.59
4,3,4,6,1.94,2,0,6.58
2,2,3,5,1.13,3,2,6.83
1,2,1,22,0.88,0,2,2.55
4,3,1,13,1.93,1,1,4.12
3,1,1,19,0.67,3,0,6.9
3,2,1,7,1.56,1,0,3.61
3,2,1,25,1.84,3,3,8.84
1,2,3,0,1.33,0,2,0.5
1,3,2,1,1.14,2,0,4.27
1,2,3,3,2.0,1,3,2.09
2,3,1,20,0.95,1,2,3.26
1,1,4,20,1.68,2,0,0.5
3,1,1,7,0.88,1,0,2.41
3,1,3,18,1.91,1,0,1.36
3,1,2,12,0.55,1,2,3.44
3,2,4,4,1.17,0,3,4.39
1,1,3,17,1.84,1,1,0.5
2,2,2,14,1.77,1,0,0.9
4,1,4,17,1.72,3,2,6.01
3,3,1,16,1.92,0,3,3.8
1,1,3,15,0.62,3,0,1.96
2,1,4,19,1.06,0,0,0.5
3,2,4,11,0.84,3,1,5.92
4,1,1,15,0.65,0,3,5.21
4,3,2,19,1.93,2,3,8.72
3,1,1,23,1.77,2,0,3.6
1,3,2,17,1.12,3,1,4.05
2,2,3,2,1.05,0,0,1.98
4,1,1,8,1.36,0,2,3.29
3,2,4,22,1.65,3,0,4.42
4,2,1,2,1.13,0,3,4.16
2,1,2,24,1.25,1,0,0.5
3,1,4,8,1.41,2,0,4.96
2,2,1,14,0.68,0,1,0.5
1,3,4,10,0.55,2,0,4.12
4,1,2,16,0.68,3,0,7.14
3,1,1,7,1.91,1,1,0.76
2,2,2,4,1.16,0,0,0.98
1,1,4,19,0.97,3,0,4.19
2,2,2,24,1.8,0,3,1.88
2,1,2,6,1.43,0,3,3.65
3,3,3,6,0.88,2,2,5.58
4,2,4,25,1.42,2,0,6.29
3,2,1,18,1.03,2,3,8.46
2,3,2,12,1.76,2,3,6.41
4,1,1,19,1.6,3,1,5.81
2,3,3,17,1.71,0,2,1.6
2,2,2,3,1.29,0,1,0.5
1,3,1,17,1.91,3,2,4.82
3,2,1,21,0.94,3,0,7.83
3,1,2,1,0.86,0,2,2.61
3,1,3,15,0.62,3,2,7.62
1,2,1,19,1.09,0,0,0.5
3,1,4,10,1.32,2,3,5.95
3,1,3,5,1.25,1,1,1.83
3,2,2,6,0.97,1,0,1.89
1,2,1,16,1.17,0,3,2.52
3,1,3,1,1.28,0,1,0.64
1,3,1,8,1.91,0,0,0.5
2,1,1,8,0.75,2,1,2.8
3,3,2,7,0.96,2,3,7.56
1,2,4,18,1.39,2,0,2.8
1,2,4,19,1.85,1,1,0.5
4,1,4,8,1.03,1,1,2.58
1,1,3,1,1.27,2,2,4.4
1,3,3,8,1.95,2,3,4.4
4,1,4,11,1.23,3,3,7.28
2,1,4,21,1.39,0,3,1.74
1,2,4,23,1.76,1,2,1.58
4,1,4,15,0.56,1,0,4.63
1,3,4,23,1.68,0,2,1.38
4,3,2,4,1.35,3,2,9.59
1,2,1,0,1.14,1,0,0.82
1,2,4,0,1.9,2,1,0.5
3,2,4,20,1.13,0,3,3.07
1,1,4,20,1.72,2,1,0.52
1,2,3,7,0.6,1,0,0.5
4,3,3,23,1.32,3,3,8.82
3,3,4,3,0.97,0,0,2.42
2,2,1,6,1.95,2,1,3.0
3,1,1,8,1.96,3,0,3.97
3,1,4,16,0.58,0,1,0.77
1,3,4,3,1.48,3,1,1.83
3,1,1,17,1.42,0,1,1.04
4,3,2,3,1.67,2,2,6.43
2,1,4,11,1.2,1,1,0.5
1,1,3,12,1.93,1,2,0.5
1,2,4,11,1.67,3,1,3.17
2,2,2,14,1.33,1,1,0.5
2,1,2,12,0.82,1,3,4.42
2,1,2,6,0.54,2,1,2.21
2,3,2,2,1.9,1,0,1.5
1,1,2,23,1.51,0,1,0.5
3,2,3,23,0.78,1,2,3.04
4,3,4,12,1.41,0,1,2.51
3,2,1,13,1.11,2,1,3.65
2,1,2,1,0.68,3,0,5.97
1,3,4,9,1.02,2,3,6.46
1,2,1,7,0.83,2,1,2.88
4,3,3,15,1.75,2,0,6.11
1,2,1,3,1.64,0,2,1.91
2,2,2,2,1.93,1,1,0.5
1,2,2,6,1.07,0,0,1.53
4,2,3,11,1.49,1,2,5.98
4,3,1,12,1.38,1,2,6.45
3,3,3,3,1.35,1,1,1.51
4,3,4,11,1.25,3,2,7.91
1,3,4,1,1.56,0,1,0.5
1,1,3,21,1.71,2,3,4.2
2,3,2,12,1.99,0,1,0.5
2,3,2,3,1.85,3,3,8.07
4,3,4,23,0.94,1,0,3.91
2,1,1,7,1.63,1,1,1.39
4,2,1,11,1.03,3,0,8.11
4,1,1,17,1.87,1,3,6.52
3,2,1,12,0.69,2,0,4.93
3,2,1,13,1.59,0,2,2.17
3,1,2,20,0.94,3,3,6.13
2,1,1,16,1.65,0,1,0.5
4,1,4,20,1.65,2,0,3.19
3,2,1,23,1.36,1,0,4.22
3,3,4,7,0.59,0,1,1.18
3,3,1,11,0.57,3,3,10.13
1,1,4,8,1.49,1,1,0.5
1,2,1,17,1.44,2,3,6.62
4,3,2,2,0.53,0,0,5.2
2,1,3,8,0.72,3,1,4.71
3,2,2,7,1.45,0,0,2.94
4,3,1,15,1.4,0,3,6.28
1,3,2,14,1.78,3,0,3.59
4,2,4,24,1.5,0,0,2.51
2,1,3,22,1.8,3,3,4.43
1,3,2,17,1.11,3,0,5.23
3,1,1,23,1.65,0,0,2.25
2,1,1,2,1.74,0,0,1.54
2,2,4,11,1.93,2,3,6.36
4,1,3,20,0.74,0,1,0.6
3,2,1,11,0.51,2,3,6.51
2,2,2,11,0.87,1,3,4.57
3,1,3,11,1.48,0,2,1.55
1,2,1,5,1.43,1,2,0.89
4,2,3,24,1.46,2,1,3.87
3,1,4,19,1.55,0,1,0.5
4,2,1,16,1.55,3,2,7.61
3,2,3,9,1.25,0,2,3.86
3,3,4,17,0.52,0,0,2.31
4,3,3,4,1.49,3,3,8.64
2,1,1,14,1.88,1,0,1.27
2,2,4,9,1.98,1,2,2.66
4,2,1,14,1.11,1,2,6.52
2,2,1,0,0.7,2,0,6.11
4,1,2,17,1.59,3,2,7.58
3,3,2,7,1.5,2,1,6.01
3,3,3,19,1.58,2,1,4.33
2,3,4,0,1.45,3,2,5.71
2,3,1,1,0.92,1,2,4.97
3,2,1,12,1.47,1,2,4.0
4,3,1,12,1.24,0,3,6.15
4,3,1,9,1.5,0,2,6.03
1,3,3,11,0.55,3,2,4.78
1,2,3,3,1.87,1,2,2.54
4,3,4,4,0.54,2,2,7.15
3,1,4,21,0.89,3,3,6.47
1,2,1,16,0.62,2,3,4.26
3,2,1,1,1.47,0,1,2.71
4,1,2,2,0.72,1,3,5.03
4,3,2,5,1.1,0,0,3.25
2,1,1,10,1.3,1,3,2.38
4,2,1,13,1.47,3,3,10.27
4,1,1,11,0.59,2,2,8.45
3,3,1,11,0.59,0,2,3.96
3,3,3,16,1.83,3,1,4.34
4,1,1,11,0.55,1,1,2.44
2,2,1,11,1.93,3,0,4.0
3,3,2,22,1.98,2,0,6.43
4,1,2,11,1.55,2,3,6.08
1,2,2,15,0.51,3,3,5.07
1,1,2,1,1.29,1,0,0.5
1,1,3,11,1.0,1,2,2.22
4,2,4,6,1.22,3,0,7.7
3,3,3,1,1.44,2,1,3.99
2,2,2,4,1.53,0,2,0.5
1,3,1,1,1.13,1,1,2.45
4,3,2,10,1.56,3,1,7.38
4,1,2,8,1.33,0,1,0.5
4,3,2,1,1.06,3,1,5.91
2,1,3,21,1.27,2,1,1.23
3,2,2,9,1.17,1,0,3.78
2,1,1,2,1.09,3,0,4.4
1,1,3,13,1.32,2,1,0.5
3,1,4,16,1.13,3,1,3.9
1,1,3,8,1.64,3,3,3.55
4,3,1,16,1.83,1,0,5.43
2,2,3,22,0.62,3,0,5.98
3,2,2,25,1.19,0,0,2.32
3,2,1,1,0.73,3,0,5.94
1,2,4,0,0.77,0,1,0.5
3,2,4,0,1.05,2,1,4.58
1,1,1,21,0.65,1,2,2.49
2,1,2,21,1.76,3,1,3.51
2,2,4,11,0.77,2,0,3.73
3,2,1,23,1.47,3,3,6.95
4,3,4,8,1.05,2,2,7.52
4,2,3,2,1.73,1,3,6.34
2,3,2,22,0.84,2,2,7.46
2,1,4,2,1.99,3,2,3.13
3,2,2,0,1.89,0,2,2.8
4,1,3,8,0.94,3,1,6.21
3,3,2,10,1.3,1,2,4.49
1,2,4,24,1.61,1,3,2.64
4,3,1,1,1.34,0,0,5.01
3,1,4,1,1.13,3,3,8.23
2,2,2,7,1.07,1,0,2.77
3,2,3,12,1.22,0,2,3.37
2,2,3,22,0.93,3,1,2.51
2,1,4,1,1.35,1,2,1.39
1,2,2,14,1.85,1,1,0.5
1,3,2,1,0.6,2,3,5.55
3,1,1,20,1.77,0,2,1.52
4,2,3,15,0.73,3,2,8.62
2,2,4,20,1.92,0,1,0.5
4,1,4,16,1.88,1,2,4.52
2,1,1,9,1.13,2,1,1.91
3,1,2,12,1.06,1,1,2.13
1,3,4,5,1.86,1,3,3.2
3,2,1,0,0.66,3,2,8.84
2,2,3,11,0.57,3,3,6.95
4,3,4,3,0.79,3,0,8.87
2,2,3,23,1.58,3,0,4.41
3,1,3,6,0.79,1,3,3.5
2,1,3,22,0.76,3,3,5.12
2,1,2,19,1.37,3,1,2.94
4,3,2,8,1.44,2,3,9.56
4,3,3,1,1.91,3,1,6.63
4,1,1,8,1.52,3,2,8.95
1,1,1,17,1.82,1,1,0.5
3,1,1,9,1.24,3,2,5.62
4,1,1,8,0.52,3,1,6.79
1,1,1,24,1.07,2,2,3.35
1,1,2,14,0.56,3,2,4.16
1,3,4,3,1.89,2,0,4.1
3,2,3,0,1.01,0,3,5.03
3,3,4,18,1.09,0,1,2.12
1,3,3,2,1.6,1,0,0.92
1,3,1,0,0.99,1,3,5.5
4,2,4,16,0.91,0,0,4.11
3,3,1,11,0.7,0,2,5.08
1,1,2,19,1.16,0,1,0.5
1,2,1,8,1.24,3,2,5.48
3,3,1,6,1.28,1,3,6.55
4,3,2,22,0.62,0,3,6.1
3,1,4,22,1.33,1,3,4.15
2,3,4,14,1.3,1,3,3.97
3,1,4,18,1.02,3,0,4.11
2,3,2,1,1.42,1,2,3.06
1,3,3,10,1.42,3,2,6.51
2,1,1,4,1.19,3,3,5.85
2,2,1,8,1.14,3,1,3.8
2,1,4,9,1.51,0,3,2.87
3,2,4,9,1.56,2,2,5.34
4,1,1,2,1.4,1,0,2.23
2,3,1,23,1.85,2,1,5.0
4,1,1,25,1.46,0,0,1.3
1,3,4,12,1.58,1,2,2.45
2,1,4,20,1.6,1,2,0.72
1,2,3,4,0.57,1,0,1.75
4,3,1,24,1.28,1,2,6.75
1,3,3,7,0.89,1,3,4.73
2,1,2,20,1.01,1,3,4.73
4,2,3,17,0.52,1,2,5.82
4,1,3,25,1.19,2,2,6.07
1,1,2,4,1.53,1,3,2.88
1,3,4,22,0.8,0,2,1.19
4,3,1,16,1.27,3,1,7.94
2,1,4,19,1.24,2,2,5.03
3,3,1,2,0.92,2,2,7.05
1,2,3,14,1.66,3,0,3.6
3,2,4,2,1.72,2,1,2.47
1,3,4,0,1.37,0,1,0.5
2,1,3,22,0.65,0,1,0.5
4,3,2,10,0.55,3,1,5.78
4,2,1,7,0.99,0,0,2.64
3,2,1,0,0.51,0,0,1.37
3,2,2,14,1.43,0,3,3.81
2,1,3,9,1.33,1,1,0.5
2,2,1,23,1.44,0,0,0.5
2,1,2,18,1.24,3,3,6.68
1,3,2,3,0.92,0,1,0.71
1,1,1,21,1.18,1,0,1.29
3,2,4,19,1.9,0,0,1.47
2,2,2,9,1.06,1,3,3.26
1,1,2,19,1.22,1,1,0.71
4,1,1,1,0.93,3,3,9.66
3,2,3,22,0.87,1,3,3.58
2,3,4,19,0.51,1,2,4.26
3,1,4,8,0.72,0,3,4.18
3,3,3,12,0.66,1,1,2.17
3,3,4,16,1.47,1,0,3.66
4,2,2,24,1.58,2,1,3.64
3,2,3,21,1.63,1,3,3.32
3,1,4,15,1.58,0,0,1.87
2,1,2,21,1.01,2,2,3.46
1,3,3,2,0.86,3,0,3.77
1,1,1,0,0.98,1,2,0.68
2,1,4,21,0.73,2,1,2.73
1,3,1,10,0.94,2,0,3.76
2,3,4,20,0.76,0,2,1.15
2,2,4,4,1.85,3,3,5.83
4,2,3,13,1.48,2,0,6.79
3,3,3,13,0.71,1,0,2.53
4,3,1,6,1.36,1,3,7.33
2,1,1,7,1.69,2,2,4.98
4,2,4,5,1.18,0,2,3.0
4,3,1,7,0.53,0,0,5.49
2,1,1,20,1.04,1,2,1.56
1,3,2,19,0.6,2,1,3.47
1,3,1,21,1.33,2,2,3.59
4,1,2,4,1.69,2,0,5.75
2,2,2,3,1.38,2,2,5.19
2,1,1,2,0.83,0,3,1.55
2,1,2,21,1.05,0,3,1.26
2,3,4,0,0.84,2,1,2.6
4,2,1,17,1.01,0,3,4.29
2,2,4,6,1.45,0,2,0.79
2,1,3,19,1.32,1,1,0.5
1,1,4,19,0.75,2,0,2.25
4,1,2,11,1.13,1,2,5.17
1,3,2,10,1.37,1,1,0.71
1,3,1,22,1.42,0,2,1.96
3,1,2,12,1.03,0,1,1.61
1,1,4,12,0.53,0,0,0.5
1,3,3,17,1.66,0,1,0.5
1,3,3,8,0.73,1,1,0.5
1,2,3,4,1.42,3,3,6.44
4,1,3,14,0.79,1,3,6.42
2,2,3,3,1.36,1,0,1.14
1,1,1,16,1.04,0,3,0.56
2,3,2,14,1.08,2,3,5.46
2,2,3,19,0.66,0,3,3.08
3,2,1,16,1.68,1,1,1.96
3,3,3,17,0.99,0,0,3.84
2,1,1,2,1.93,2,1,1.95
4,2,3,4,1.65,2,0,4.95
4,3,4,20,1.15,3,1,7.27
3,3,2,10,1.74,2,1,4.83
4,2,3,9,1.26,0,3,4.68
3,3,4,1,1.65,2,2,4.44
4,3,2,1,0.63,3,3,10.95
3,1,2,4,0.79,3,3,7.52
1,3,4,9,1.42,1,2,0.81
3,2,2,7,1.08,0,0,1.05
3,2,4,13,0.61,2,2,5.43
1,3,2,5,0.67,3,1,2.74
2,1,2,21,1.69,1,0,1.18
2,1,3,4,1.47,3,2,5.01
4,2,3,16,0.68,0,1,0.88
4,3,1,11,1.03,1,1,5.61
3,1,1,17,1.93,0,1,0.5
3,3,2,8,1.55,2,2,7.96
2,2,2,14,0.9,3,1,4.38
2,3,4,18,1.48,3,2,6.9
4,1,2,25,0.83,3,2,8.21
3,1,3,24,1.82,0,3,3.34
2,3,1,24,0.87,3,0,6.43
4,2,2,21,1.86,1,2,5.97
1,2,3,23,0.77,1,0,1.33
1,2,3,25,0.86,2,1,1.88
1,1,1,5,0.87,0,0,0.7
4,3,1,23,1.6,2,3,7.97
4,1,2,2,1.32,1,2,5.76
2,3,3,7,1.57,1,2,3.0
1,2,1,7,1.22,3,1,2.25
4,2,4,4,1.31,2,1,5.45
2,2,3,1,1.24,1,2,2.53
4,3,3,20,0.96,3,0,6.8
4,1,2,8,2.0,3,0,4.63
4,2,3,3,1.44,1,2,3.41
3,3,2,12,1.01,3,1,6.15
1,3,3,18,1.92,0,0,0.5
1,2,3,0,1.08,2,2,5.32
3,2,4,6,1.68,0,1,0.5
4,2,4,13,0.64,3,1,6.56
3,3,3,15,0.81,3,0,5.53
4,3,3,13,1.17,1,3,5.14
1,3,2,3,1.6,3,3,5.71
4,3,4,22,1.33,3,0,6.21
2,1,1,4,0.59,3,1,4.9
3,3,4,0,0.62,1,3,5.42
3,3,2,16,1.47,2,3,7.42
4,2,3,22,1.87,1,1,2.64
1,2,1,7,1.74,1,0,0.9
1,1,4,1,1.67,1,3,2.97
2,1,4,7,1.56,2,2,3.4
4,3,4,18,1.75,2,2,7.65
1,1,1,14,1.39,0,0,0.5
1,2,4,13,0.94,2,2,4.53
2,3,1,22,1.4,3,2,5.6
1,3,2,24,1.49,3,1,2.89
2,2,3,3,1.16,0,3,1.43
3,1,2,21,1.81,1,1,2.15
1,2,2,4,1.96,3,0,3.16
4,2,4,24,0.85,1,2,5.66
3,2,4,3,0.75,1,3,3.55
1,2,3,15,0.61,0,0,0.5
2,3,3,0,1.6,0,1,1.29
1,3,3,5,1.52,3,2,4.64
1,2,2,18,1.41,2,2,2.98
3,3,2,23,0.62,1,3,6.68
3,1,3,13,1.51,2,3,5.32
3,2,1,5,1.31,3,1,6.25
1,1,4,13,1.57,2,3,4.77
4,1,4,15,0.69,1,2,5.19
3,3,3,2,1.14,0,1,2.98
4,3,2,12,0.97,3,2,8.65
1,2,3,14,0.76,1,1,0.5
1,2,3,10,1.81,1,1,0.5
2,1,4,0,1.39,2,0,2.42
4,2,1,11,1.19,2,1,6.25
3,1,3,14,1.02,1,2,4.65
1,2,2,25,1.36,0,3,1.46
3,2,4,23,0.73,3,3,8.15
2,2,1,7,0.54,2,3,5.63
3,2,1,12,1.24,0,1,0.5
1,2,2,13,0.62,3,1,2.35
2,2,4,2,0.56,0,1,0.78
3,1,1,6,1.09,3,0,5.26
3,1,2,5,1.09,0,1,0.5
2,1,3,23,1.35,2,2,2.49
1,2,1,12,1.86,1,2,2.86
1,1,1,0,1.39,2,1,0.5
4,1,2,2,1.78,3,2,8.18
2,1,3,16,0.57,0,2,2.66
2,2,4,1,1.57,2,2,4.22
4,3,1,6,1.06,2,1,5.91
3,2,4,11,1.26,2,2,5.44
4,1,1,16,1.69,1,3,5.75
4,3,3,19,1.67,0,3,5.02
1,3,1,1,1.21,3,3,6.28
